Timestamp,Location,Latitude,Longitude,Traffic Volume,Avg Speed (km/h),Weather,Rain(mm),Accident,Event,Public Transport Density,Congestion Level
0,2,0.9902500388142728,-0.3176240022311628,1.3104370968924313,-1.4357615967719104,4,2.3421151548373036,0,0,0.07705258170677501,3
1,2,0.9902500388142728,-0.3176240022311628,-0.2805038723121134,0.7291530041085849,2,-0.6682574493739278,0,0,-0.8298294224082737,1
2,8,0.6510132038105156,-0.21519020349247783,-1.4349559089400266,0.9000673147044134,0,-0.6682574493739278,1,1,-0.3763884203507494,1
3,3,-1.4828959196003133,-1.3459633098813757,0.27428579900024064,-1.321818723041358,3,1.2330305111805342,1,0,0.1904128322211561,3
4,7,-0.383111986765481,-1.2515321516691895,-0.549740036331344,0.9570387515696896,0,-0.6682574493739278,0,0,-1.2076969241228774,1
5,14,0.9264151505071309,0.868367323790327,-0.48039132741729973,0.2164100723210991,3,-0.35137612261485085,0,0,1.097294836336205,2
6,14,0.9264151505071309,0.868367323790327,0.12335037371673256,-0.3533042963316628,3,0.5992678576623801,0,0,-0.4519619206936701,2
7,11,-1.7838318216197984,-1.4067833778824486,-0.12140977539165893,0.5582386935127562,0,-0.6682574493739278,0,0,1.5507358383937293,1
8,7,-0.383111986765481,-1.2515321516691895,1.2329297163414406,-1.3787901599066343,3,-0.35137612261485085,0,0,-1.6233511760089414,3
9,0,0.6473654959072578,0.16733601367230244,0.0540016648026883,-0.2963328594663866,4,1.2330305111805342,0,0,-0.7920426722368133,2
10,8,0.6510132038105156,-0.21519020349247783,-0.19891715594264955,0.6152101303780324,2,-0.6682574493739278,0,0,-0.338601670179289,1
11,11,-1.7838318216197984,-1.4067833778824486,1.0412009328732006,-1.3787901599066343,0,-0.6682574493739278,1,0,0.22819958239261645,3
12,14,0.9264151505071309,0.868367323790327,-1.1779577523762155,0.6721815672433087,0,-0.6682574493739278,1,0,0.5682803339357597,1
13,14,0.9264151505071309,0.868367323790327,1.5348005669084568,-1.4927330336371867,3,0.12394586752376466,0,0,0.7572140847930615,3
14,11,-1.7838318216197984,-1.4067833778824486,0.751568089761604,-0.23936142260111043,2,-0.6682574493739278,0,0,-0.11188116915052682,2
15,8,0.6510132038105156,-0.21519020349247783,0.7189334032138185,-0.23936142260111043,1,-0.6682574493739278,0,0,0.5304935837642993,2
16,4,0.30995251485512954,0.3914099484132469,-1.210592438924001,0.9000673147044134,3,0.9161491844214572,0,0,-1.3210571746372586,1
17,6,0.23335064888652038,1.3893392220629235,-0.12548911121013212,-0.2963328594663866,2,-0.6682574493739278,1,0,-0.8676161725797341,2
18,10,-0.17336878232770134,-0.10715455638531189,0.9106621866820584,-1.4927330336371867,3,1.3914711745600725,1,0,-0.5653221712080512,3
19,7,-0.383111986765481,-1.2515321516691895,0.3762691944620704,0.10246719859054672,2,-0.6682574493739278,0,0,-0.6031089213795116,2
20,8,0.6510132038105156,-0.21519020349247783,-0.6761994467040129,1.070981625300242,1,-0.6682574493739278,0,0,0.9839345858218238,1
21,3,-1.4828959196003133,-1.3459633098813757,-1.0922917001882784,1.4697816833571753,2,-0.6682574493739278,0,0,-0.338601670179289,1
22,9,1.3623162449474802,-0.524092127813878,-1.6511607073191057,1.982524615144661,0,-0.6682574493739278,0,0,0.15262608204969574,1
23,10,-0.17336878232770134,-0.10715455638531189,-1.4512732522139193,1.8116103045488325,0,-0.6682574493739278,0,0,0.039265831535314634,1
24,7,-0.383111986765481,-1.2515321516691895,-1.4390352447584998,1.8116103045488325,2,-0.6682574493739278,0,0,-1.4722041753230999,1
25,5,-0.47612853829875046,-1.599647014570184,0.6087913361150423,-0.12541854887055803,1,-0.6682574493739278,0,0,-0.2252414196649079,2
26,0,0.6473654959072578,0.16733601367230244,0.04584299316574192,0.38732438291692767,0,-0.6682574493739278,0,1,0.5304935837642993,2
27,13,-0.12047701773033298,0.5410593262580249,0.8535514852234338,-1.036961538714977,4,2.500555818216842,0,0,-1.5099909254945603,3
28,8,0.6510132038105156,-0.21519020349247783,0.4089038810098559,-0.6381614806580438,3,0.4408271942828417,0,0,1.097294836336205,0
29,5,-0.47612853829875046,-1.599647014570184,0.06623967225810788,0.38732438291692767,1,-0.6682574493739278,0,1,0.0014790813638542722,2
30,14,0.9264151505071309,0.868367323790327,0.8331548061310678,-1.036961538714977,4,-0.03449479585577385,0,0,1.6640960889081102,3
31,6,0.23335064888652038,1.3893392220629235,-1.6878747296853644,1.1849244990307943,1,-0.6682574493739278,1,0,0.1904128322211561,1
32,4,0.30995251485512954,0.3914099484132469,1.2329297163414406,-0.69513291752332,1,-0.6682574493739278,0,0,0.0014790813638542722,3
33,0,0.6473654959072578,0.16733601367230244,-0.6843581183409593,0.38732438291692767,4,1.0745898478009956,0,0,-0.2252414196649079,2
34,1,-0.24814679434461676,0.6210857315226723,-0.4763119915988266,0.9000673147044134,2,-0.6682574493739278,0,0,-0.8676161725797341,1
35,4,0.30995251485512954,0.3914099484132469,-0.14180645448402487,-0.12541854887055803,3,2.3421151548373036,0,1,-1.5099909254945603,2
36,4,0.30995251485512954,0.3914099484132469,0.3925865377359632,0.10246719859054672,1,-0.6682574493739278,0,0,1.097294836336205,2
37,13,-0.12047701773033298,0.5410593262580249,0.18861974681230362,-0.5811900437927676,2,-0.6682574493739278,1,0,0.07705258170677501,0
38,10,-0.17336878232770134,-0.10715455638531189,0.0540016648026883,0.38732438291692767,1,-0.6682574493739278,0,0,0.0014790813638542722,2
39,11,-1.7838318216197984,-1.4067833778824486,-1.6878747296853644,2.0394960520099374,0,-0.6682574493739278,0,1,-0.3763884203507494,1
40,3,-1.4828959196003133,-1.3459633098813757,0.21717509754161596,-1.321818723041358,4,0.2823865309033032,1,0,-0.11188116915052682,3
41,11,-1.7838318216197984,-1.4067833778824486,-1.4145592298476606,1.070981625300242,4,-0.5098167859943894,0,1,-0.48974867086513046,1
42,10,-0.17336878232770134,-0.10715455638531189,-1.3941625507552946,1.7546388676835563,0,-0.6682574493739278,0,0,1.324015337364967,1
43,6,0.23335064888652038,1.3893392220629235,0.7638060972170236,-1.4927330336371867,4,0.5992678576623801,1,1,0.6060670841072201,3
44,14,0.9264151505071309,0.868367323790327,-1.0107049838188147,1.4128102464918992,1,-0.6682574493739278,0,0,-1.6989246763518622,1
45,1,-0.24814679434461676,0.6210857315226723,1.3553097908956364,-1.4927330336371867,0,-0.6682574493739278,1,0,-0.2252414196649079,3
46,14,0.9264151505071309,0.868367323790327,1.1880570223382354,-1.321818723041358,4,0.5992678576623801,0,0,-0.7920426722368133,3
47,14,0.9264151505071309,0.868367323790327,-0.5782953870606563,0.27338150918637527,3,1.549911837939611,0,0,-0.7920426722368133,2
48,15,1.2547088618011146,0.6610989341549391,-1.5777326625865882,1.070981625300242,2,-0.6682574493739278,1,0,1.4373755878793482,1
49,15,1.2547088618011146,0.6610989341549391,0.9555348806852636,-1.1509044124455294,3,-0.5098167859943894,0,0,-1.0943366736084963,3
50,12,-2.008165857670674,1.9735319804944969,-1.3492898567520895,0.1594386354558229,4,0.9161491844214572,1,0,-0.2252414196649079,2
51,1,-0.24814679434461676,0.6210857315226723,0.21309576172314276,0.27338150918637527,0,-0.6682574493739278,0,0,-0.6408956715509719,2
52,14,0.9264151505071309,0.868367323790327,1.3389924476217436,-0.8090757912538723,0,-0.6682574493739278,0,0,0.908361085478903,3
53,1,-0.24814679434461676,0.6210857315226723,0.49049059737931977,-0.8660472281191486,1,-0.6682574493739278,1,0,-1.169910173951417,0
54,7,-0.383111986765481,-1.2515321516691895,-0.43551863341409464,-0.011475675140005663,0,-0.6682574493739278,1,0,-1.2076969241228774,2
55,3,-1.4828959196003133,-1.3459633098813757,1.0004075746884686,-1.1509044124455294,3,2.183674491457765,0,0,1.4373755878793482,3
56,0,0.6473654959072578,0.16733601367230244,1.0126455821438882,-1.3787901599066343,0,-0.6682574493739278,1,1,1.1728683366791255,3
57,14,0.9264151505071309,0.868367323790327,-0.655802767611647,1.070981625300242,2,-0.6682574493739278,0,0,0.4171333332499183,1
58,1,-0.24814679434461676,0.6210857315226723,-0.9862289689079755,1.355838809626623,1,-0.6682574493739278,0,1,-0.036307668807606094,1
59,3,-1.4828959196003133,-1.3459633098813757,0.30284114972955295,0.1594386354558229,2,-0.6682574493739278,0,0,1.2862285871935066,2
60,9,1.3623162449474802,-0.524092127813878,-1.2065131031055278,0.04549576172527053,4,1.3914711745600725,1,0,1.4751623380508085,2
61,10,-0.17336878232770134,-0.10715455638531189,0.58023598538573,-0.9230186649844248,1,-0.6682574493739278,1,0,1.135081586507665,0
62,7,-0.383111986765481,-1.2515321516691895,-0.464073984143407,0.04549576172527053,1,-0.6682574493739278,1,0,-1.169910173951417,2
63,5,-0.47612853829875046,-1.599647014570184,1.649021969825706,-1.0939329755802534,0,-0.6682574493739278,0,0,0.0014790813638542722,3
64,8,0.6510132038105156,-0.21519020349247783,-0.36209058868157723,0.786124440973861,2,-0.6682574493739278,0,0,1.2106550868505859,1
65,6,0.23335064888652038,1.3893392220629235,0.5679979779303104,-0.06844711200528185,0,-0.6682574493739278,0,0,1.135081586507665,2
66,3,-1.4828959196003133,-1.3459633098813757,0.9800108955961028,-0.4672471700622152,2,-0.6682574493739278,0,0,-1.2076969241228774,3
67,8,0.6510132038105156,-0.21519020349247783,-0.7333101481626376,-0.410275733196939,3,0.9161491844214572,1,0,-1.1321234237799567,0
68,0,0.6473654959072578,0.16733601367230244,-0.6884374541594325,0.2164100723210991,0,-0.6682574493739278,1,0,-0.30081492000782867,2
69,8,0.6510132038105156,-0.21519020349247783,-0.5456607005128709,0.9570387515696896,0,-0.6682574493739278,0,0,-0.07409441897906646,1
70,12,-2.008165857670674,1.9735319804944969,0.3477138437327581,0.10246719859054672,1,-0.6682574493739278,0,0,0.492706833592839,2
71,13,-0.12047701773033298,0.5410593262580249,-1.0596570136404928,0.5582386935127562,1,-0.6682574493739278,1,0,-0.07409441897906646,1
72,14,0.9264151505071309,0.868367323790327,0.2498097840894015,-1.321818723041358,3,2.0252338280782265,1,1,1.3618020875364274,3
73,1,-0.24814679434461676,0.6210857315226723,0.27428579900024064,0.2164100723210991,0,-0.6682574493739278,0,0,0.22819958239261645,2
74,14,0.9264151505071309,0.868367323790327,0.6251086793889351,-0.8090757912538723,4,1.866793164698688,0,1,-0.338601670179289,0
75,2,0.9902500388142728,-0.3176240022311628,1.2778024103446457,-1.4927330336371867,1,-0.6682574493739278,1,0,0.3037730827355372,3
76,2,0.9902500388142728,-0.3176240022311628,-1.084133028551332,0.6152101303780324,2,-0.6682574493739278,1,0,1.324015337364967,1
77,15,1.2547088618011146,0.6610989341549391,-1.381924543299875,1.7546388676835563,1,-0.6682574493739278,0,0,-0.41417517052220976,1
78,4,0.30995251485512954,0.3914099484132469,-0.23971051412738148,-0.8660472281191486,3,0.5992678576623801,1,0,0.6816405844501409,0
79,4,0.30995251485512954,0.3914099484132469,-0.549740036331344,0.10246719859054672,1,-0.6682574493739278,1,0,-0.9431896729226549,2
80,10,-0.17336878232770134,-0.10715455638531189,1.412420492354261,-0.8660472281191486,1,-0.6682574493739278,0,0,0.5682803339357597,3
81,2,0.9902500388142728,-0.3176240022311628,-0.9209595958124044,1.2988673727613467,2,-0.6682574493739278,0,0,-0.8298294224082737,1
82,8,0.6510132038105156,-0.21519020349247783,-1.512463289491017,1.1849244990307943,4,2.183674491457765,0,0,-1.2832704244657982,1
83,1,-0.24814679434461676,0.6210857315226723,1.3349131118032704,-0.8090757912538723,2,-0.6682574493739278,0,0,-0.6786824217224323,3
84,7,-0.383111986765481,-1.2515321516691895,-0.9046422525385116,0.4442958197822039,2,-0.6682574493739278,1,1,-1.0187631732655755,2
85,9,1.3623162449474802,-0.524092127813878,-0.2845832081305866,0.04549576172527053,3,0.12394586752376466,0,1,-1.169910173951417,2
86,9,1.3623162449474802,-0.524092127813878,1.028962925417781,-1.4927330336371867,3,1.549911837939611,1,0,1.1728683366791255,3
87,4,0.30995251485512954,0.3914099484132469,1.069756283602513,-1.2078758493108057,4,2.3421151548373036,0,0,-1.6611379261804018,3
88,10,-0.17336878232770134,-0.10715455638531189,-0.847531551079887,-0.2963328594663866,4,0.12394586752376466,1,0,0.6816405844501409,2
89,3,-1.4828959196003133,-1.3459633098813757,1.5511179101823496,-0.9799901018497009,2,-0.6682574493739278,0,0,-1.585564425837481,3
90,9,1.3623162449474802,-0.524092127813878,1.4083411565357877,-1.4927330336371867,2,-0.6682574493739278,1,0,-0.7164691718938927,3
91,2,0.9902500388142728,-0.3176240022311628,0.029525649891849155,-1.0939329755802534,3,0.7577085210419187,1,1,1.7018828390795706,3
92,11,-1.7838318216197984,-1.4067833778824486,1.4409758430835733,-1.4927330336371867,3,2.183674491457765,0,1,-1.6611379261804018,3
93,3,-1.4828959196003133,-1.3459633098813757,-1.0596570136404928,1.4128102464918992,0,-0.6682574493739278,0,0,0.4171333332499183,1
94,4,0.30995251485512954,0.3914099484132469,-0.786341513802789,1.1849244990307943,1,-0.6682574493739278,0,0,-1.585564425837481,1
95,15,1.2547088618011146,0.6610989341549391,0.6781400450290865,-1.036961538714977,1,-0.6682574493739278,1,1,0.4171333332499183,3
96,1,-0.24814679434461676,0.6210857315226723,-1.487987274580178,1.1279530621655183,3,2.500555818216842,0,0,0.908361085478903,1
97,5,-0.47612853829875046,-1.599647014570184,-1.6103673491343737,0.38732438291692767,4,2.3421151548373036,1,1,-1.0187631732655755,2
98,4,0.30995251485512954,0.3914099484132469,0.751568089761604,-0.23936142260111043,1,-0.6682574493739278,0,0,-0.8676161725797341,2
99,9,1.3623162449474802,-0.524092127813878,1.5674352534562424,-1.4927330336371867,4,2.500555818216842,1,1,1.3618020875364274,3
100,15,1.2547088618011146,0.6610989341549391,1.3634684625325828,-0.8090757912538723,2,-0.6682574493739278,0,0,-0.07409441897906646,3
101,13,-0.12047701773033298,0.5410593262580249,-0.7496274914365304,0.4442958197822039,3,0.4408271942828417,0,1,-1.1321234237799567,2
102,3,-1.4828959196003133,-1.3459633098813757,-1.1126883792806443,1.4697816833571753,1,-0.6682574493739278,0,0,-1.6233511760089414,1
103,11,-1.7838318216197984,-1.4067833778824486,0.943296873229844,-0.410275733196939,2,-0.6682574493739278,0,0,-0.18745466949344755,3
104,12,-2.008165857670674,1.9735319804944969,0.27428579900024064,-0.6381614806580438,1,-0.6682574493739278,1,0,0.5304935837642993,0
105,13,-0.12047701773033298,0.5410593262580249,1.6367839623702864,-1.4927330336371867,4,0.2823865309033032,0,0,-1.1321234237799567,3
106,14,0.9264151505071309,0.868367323790327,0.18454041099383042,-0.5811900437927676,2,-0.6682574493739278,1,0,-0.7164691718938927,0
107,11,-1.7838318216197984,-1.4067833778824486,-0.03166438738524872,-0.3533042963316628,1,-0.6682574493739278,1,0,0.07705258170677501,2
108,13,-0.12047701773033298,0.5410593262580249,-0.06429907393303425,-0.18238998573583423,4,-0.03449479585577385,0,0,0.6438538342786805,2
109,11,-1.7838318216197984,-1.4067833778824486,-0.5986920661530223,0.3303529460516515,4,2.3421151548373036,0,0,-0.11188116915052682,2
110,9,1.3623162449474802,-0.524092127813878,1.7428466936505895,-1.4927330336371867,4,1.2330305111805342,1,0,0.4171333332499183,3
111,9,1.3623162449474802,-0.524092127813878,1.392023813261895,-1.4927330336371867,4,0.5992678576623801,1,1,-0.8298294224082737,3
112,5,-0.47612853829875046,-1.599647014570184,-0.40288394686630913,0.1594386354558229,3,1.2330305111805342,0,0,1.2862285871935066,2
113,6,0.23335064888652038,1.3893392220629235,1.285961081981592,-1.4927330336371867,4,0.5992678576623801,1,0,-0.11188116915052682,3
